blink_rate_per_min,ear_mean,ear_std,gaze_x_mean,gaze_x_std,gaze_y_mean,gaze_y_std,gaze_variance,yaw_mean,yaw_range,pitch_mean,pitch_range,head_movement,emotion_neutral,emotion_focused,emotion_confused,emotion_stressed,emotion_bored,label
21.424942,0.33724,0.011485819,0.5078558,0.04923627,0.46738294,0.0321486,0.048625603,-0.11030926,11.6462345,5.887969,8.764159,18.057798,0.29000297,0.59116626,0.000820279,0.11163051,0.0063799494,0
13.780755,0.31240627,0.010436891,0.45102787,0.026760776,0.49131995,0.031319574,0.11918181,3.9750683,3.5623617,-9.817773,8.563919,13.404529,0.3220809,0.5953633,3.2729014e-05,0.025938181,0.056584883,0
13.463272,0.32753897,0.011179689,0.4815343,0.03291711,0.48602757,0.035268664,0.046747696,2.1243439,4.9444885,-2.3540823,3.4084845,15.833448,0.44501346,0.5203961,0.00080896664,0.0025321743,0.031249281,0
12.5586815,0.29746023,0.0074140527,0.5234903,0.049947463,0.49024522,0.03303764,0.01862646,0.4657477,7.802717,-2.30398,7.550092,9.385626,0.6332272,0.36205116,0.0021865591,0.00029010026,0.0022449861,0
16.847939,0.3465726,0.012571631,0.5237981,0.024499845,0.5284904,0.03541356,0.02800136,3.0012624,7.5054426,-7.1222296,5.1172724,14.212929,0.25348067,0.2299072,0.3653812,0.07185322,0.07937769,0
18.386917,0.3449127,0.0066638673,0.47101703,0.048146755,0.47644076,0.032039996,0.07518605,7.359752,6.974778,-2.6189904,7.0888333,11.080007,0.9023577,0.049537912,9.602663e-07,0.007948797,0.040154617,0
14.658157,0.33919182,0.012506131,0.5064665,0.03005323,0.5520507,0.038427837,0.08672906,-2.5490756,7.3506374,0.07837746,6.576557,12.098051,0.50090146,0.10684482,0.000838304,0.33221123,0.059204195,0
12.47953,0.28970492,0.013558428,0.5879539,0.047818962,0.4602482,0.013727922,0.046364058,-3.8368037,2.0,-2.6140342,2.472072,17.062525,0.31946233,0.571405,0.0040874123,4.4245596e-07,0.105044805,0
12.526556,0.33658242,0.010632594,0.49929607,0.03750201,0.5484629,0.028687265,0.08557899,-4.071658,9.178597,2.5378516,6.099948,10.1640625,0.4973394,0.41900814,0.051754322,0.005429004,0.026469141,0
16.951778,0.3280971,0.009471361,0.47227252,0.033071082,0.46950468,0.016161535,0.0748318,3.977712,5.592218,-10.0,7.011393,11.057763,0.55548537,0.20586865,0.0033351763,1.1882306e-06,0.23530962,0
17.229763,0.28789458,0.01120093,0.4930495,0.029343693,0.4999696,0.03276702,0.0562104,4.5174704,8.491788,-6.3689337,4.9596896,8.290356,0.7196609,0.1835028,5.6228635e-09,0.096833706,2.6137013e-06,0
16.629463,0.31951407,0.0014154449,0.5036871,0.023759585,0.4852941,0.0464193,0.054791074,-2.1481478,2.0,2.9002242,4.507367,13.665405,0.4372407,0.2835305,0.21978268,0.053819243,0.0056268927,0
13.00347,0.32729068,0.010906775,0.49395326,0.030757915,0.48968813,0.025259152,0.0636174,-8.544054,6.513137,0.6481053,2.0,9.318119,0.38041583,0.6021063,0.017475206,2.7077972e-06,1.8178614e-08,0
15.696484,0.3311215,0.009659938,0.4987458,0.038973615,0.5240407,0.03127252,0.077549115,-2.699027,4.8729954,-0.83795315,6.367235,14.068131,0.3990078,0.5026017,0.042837135,0.04584117,0.009712232,0
15.350058,0.32354522,0.009848116,0.44226214,0.029868886,0.54499483,0.037564866,0.06794589,2.1914167,7.1442404,1.9328616,5.4174967,6.05026,0.1925485,0.2740342,0.088340126,0.44338372,0.0016934396,0
15.656066,0.32582462,0.012119598,0.46149477,0.026833773,0.53571576,0.009322771,0.046463832,-0.26689255,6.634141,-10.0,3.1556323,12.645914,0.53163964,0.35048667,0.023096353,0.0035618017,0.09121558,0
17.614286,0.34947222,0.0097756935,0.4940266,0.027492175,0.4878543,0.024778895,0.056515858,0.72139096,6.7320957,0.18244265,4.34832,9.06892,0.8987829,0.09750544,0.0035783881,0.00012707141,6.2004615e-06,0
15.670787,0.3445207,0.0065793796,0.49338928,0.039924767,0.5055277,0.033645157,0.09962527,-2.0933776,3.8821166,1.2574806,5.3090067,13.191553,0.39431927,0.60392797,0.0015934795,0.00014385005,1.5463438e-05,0
17.036741,0.2626589,0.009575792,0.47735244,0.042251613,0.47653767,0.0010300528,0.06502428,4.0563564,5.8860617,-5.6348004,3.8827283,10.959323,0.4912708,0.4592482,0.020997845,2.6587068e-07,0.028482897,0
15.202737,0.31365123,0.010202667,0.49291945,0.023328494,0.4702535,0.020231916,0.077386506,1.3727672,5.639666,7.5169487,5.0053544,9.393983,0.2517231,0.707197,0.00072005455,0.04011007,0.00024972565,0
15.867358,0.316707,0.0103448015,0.5024406,0.023314122,0.46561098,0.04100858,0.0707977,2.3458538,6.99062,-2.2146041,2.0,9.840322,0.9364566,0.032155693,0.005688343,0.0011252286,0.02457412,0
16.893866,0.28495803,0.010485758,0.5355765,0.03379359,0.4868728,0.04002997,0.06546716,0.6362627,7.978594,-10.0,7.6988435,8.448835,0.50158274,0.31143713,0.115761995,0.06891673,0.0023014243,0
10.628532,0.32188365,0.013118107,0.49603152,0.04527532,0.5074882,0.033743184,0.062173977,2.0974727,6.300952,-1.474912,5.0318184,13.513363,0.6120086,0.3839694,9.4568e-06,0.0030691011,0.0009434816,0
14.040986,0.34497514,0.0067418963,0.51596415,0.041459903,0.44264555,0.038821977,0.07794781,1.8342868,3.4476554,-5.8794403,2.801293,7.854088,0.63297546,0.3382203,0.002555446,0.00018941425,0.026059398,0
13.588882,0.29826865,0.010527101,0.47833598,0.017481478,0.4986094,0.032151043,0.07437284,-3.7122986,6.2151575,1.6599811,2.0,10.198764,0.5451441,0.45285922,0.0019614405,3.1752975e-08,3.5220506e-05,0
13.083366,0.32672802,0.013869789,0.52288383,0.02735924,0.5454807,0.03555395,0.06527787,1.4922523,11.222153,-0.80822384,7.05827,12.035719,0.5494901,0.23144726,4.220656e-05,1.2753335e-07,0.2190203,0
14.174573,0.30168355,0.0047961655,0.5150292,0.020693965,0.5336573,0.026843462,0.04612475,3.1660328,9.29201,-5.3916883,6.1161833,15.840484,0.506821,0.15964115,0.3309636,9.7091586e-05,0.0024771907,0
19.484823,0.30656177,0.01053894,0.5346327,0.027324874,0.48244447,0.031158127,0.067711174,4.620566,2.0,3.0098076,5.4213715,10.972104,0.4536876,0.33314297,0.21207266,4.6004963e-05,0.0010507676,0
12.402507,0.34954786,0.008243864,0.5285384,0.0460441,0.45809382,0.023676297,0.05865984,1.6644286,6.126686,0.7578052,6.727296,10.272469,0.39368075,0.47272065,0.10094773,0.032639444,1.1419412e-05,0
17.904835,0.30914885,0.008887869,0.52354944,0.015773993,0.5137949,0.042634834,0.05383488,-3.861002,7.864239,-6.31168,6.721797,11.820905,0.41987368,0.5608357,0.009594415,0.009696186,3.8390016e-09,0
9.95139,0.32924426,0.0072855777,0.4960633,0.013811347,0.43047714,0.045215596,0.11357552,-3.2452693,5.635346,-3.6081803,5.388876,4.7796073,0.39262718,0.15272368,0.18217805,0.03682443,0.23564665,0
13.995345,0.28257564,0.009491348,0.5097976,0.021714458,0.53330463,0.04379913,0.029218974,-1.7405924,5.0798182,-0.9323328,4.4915714,7.4040627,0.51529855,0.33466846,0.018105272,0.13162264,0.00030507988,0
15.488259,0.35724634,0.015523767,0.5425404,0.032873105,0.49359238,0.025918912,0.07917026,0.75785565,5.4660716,-4.457053,4.1657166,9.8739,0.86418796,0.11969744,1.766376e-05,0.0101534985,0.0059434697,0
16.758667,0.33205304,0.006206709,0.473917,0.03620755,0.55493903,0.02046226,0.04274658,-0.4889444,7.104379,-4.337598,5.841884,8.861093,0.37423947,0.29636934,0.17887908,0.05730573,0.09320638,0
17.13368,0.31635,0.00649117,0.47486368,0.034374483,0.44819105,0.042769738,0.06262391,-4.4949284,3.7030602,-2.8530998,7.7940626,6.1975,0.44545656,0.38440114,0.063961394,0.00087383244,0.10530705,0
17.380041,0.33151093,0.0060941963,0.5072573,0.041756853,0.5275444,0.03543907,0.11137175,-4.5188804,8.3773775,-7.2631946,4.7941937,13.573336,0.1375337,0.5407533,0.028199855,0.2462259,0.047287267,0
13.953825,0.2918036,0.015182255,0.51661116,0.012369144,0.49698472,0.033285845,0.04075262,-8.394087,5.888014,-10.0,7.952955,11.77927,0.52374613,0.1633302,0.10500066,0.18234493,0.025578065,0
13.612945,0.3436506,0.008612981,0.46703574,0.041883364,0.4900685,0.02366368,0.04552255,-10.0,4.1299515,-2.0434606,5.746305,11.420795,0.53751975,0.2541677,0.002358123,1.4347193e-05,0.20594011,0
17.573927,0.3135203,0.009923083,0.4970095,0.026879046,0.45890468,0.034256637,0.059649725,-0.52712727,8.2487,-10.0,5.761382,8.918027,0.88184595,0.024987828,0.03375859,0.054950602,0.0044570486,0
14.426087,0.31591862,0.008791652,0.49624005,0.037314944,0.51787245,0.01914722,0.04305566,9.280922,2.9097383,-6.9721546,9.810219,11.238179,0.49690983,0.46161315,0.0035464712,0.036571495,0.0013590766,0
11.172941,0.3101669,0.007166731,0.41138878,0.016765745,0.5202841,0.036340624,0.077681124,7.187118,4.88958,-10.0,8.305356,12.543348,0.7623723,0.2318836,0.0044738725,0.0012700469,1.6439107e-07,0
11.600139,0.30838698,0.009294548,0.49121624,0.030049566,0.5535538,0.043788865,0.04930941,-3.9129257,4.85665,-9.593778,8.357219,10.205312,0.8251528,0.100004435,0.047663335,0.00034623072,0.026833175,0
12.241643,0.33389342,0.017374732,0.4937073,0.032362707,0.5302415,0.046310455,0.07308019,0.5996132,10.287884,-1.2945793,3.4047728,12.333716,0.6264229,0.23087509,0.09045399,0.049687613,0.002560418,0
16.491482,0.32511812,0.014176213,0.49358827,0.04155751,0.48218313,0.03708524,0.03341622,-5.858318,4.6299586,-3.8892326,9.384365,8.611818,0.14925495,0.7572425,0.00040664762,0.049320973,0.04377491,0
15.427278,0.33303496,0.0074411863,0.5566366,0.014147454,0.46988413,0.016179785,0.02386337,-5.2484384,2.0,-4.0336018,4.8355665,11.292456,0.30414426,0.6656365,0.0007773751,0.008485333,0.02095652,0
17.071457,0.3198241,0.011942722,0.45136806,0.030307526,0.45894524,0.031973302,0.0554203,-4.7898903,4.83637,-8.263607,4.5450177,14.427495,0.74641585,0.24944821,1.1057121e-05,0.0025555594,0.0015693106,0
13.718242,0.330264,0.007505432,0.4670151,0.019147648,0.5441967,0.051396817,0.028629843,-0.90199476,6.911101,-5.6233964,2.0,14.696059,0.6494472,0.34769967,0.0021620994,0.0006850674,5.968838e-06,0
15.475619,0.31162304,0.004670897,0.39551216,0.03505496,0.47665477,0.021313883,0.09036538,-0.72983843,7.568169,-1.4941794,5.6525817,14.982766,0.53766847,0.34781206,0.002681918,0.11183469,2.8551533e-06,0
16.876772,0.36459464,0.013058533,0.48076335,0.037772164,0.5444069,0.029408185,0.02940393,1.0108079,10.55308,-3.208349,2.833292,11.856706,0.7160612,0.048702743,0.044899315,0.16635877,0.02397798,0
14.07196,0.2886414,0.013480279,0.48417425,0.042871702,0.51575214,0.044135243,0.039246265,2.6528656,8.813795,0.29069623,5.816508,11.094842,0.81368494,0.14322999,0.038382195,0.0038966546,0.0008062529,0
16.370325,0.34521875,0.013138156,0.4796009,0.024649706,0.5098971,0.03617134,0.0682724,-1.3475237,6.375845,0.8603681,2.6768696,9.653633,0.16443668,0.70325965,3.6855351e-07,0.13229522,8.107919e-06,0
13.014222,0.34735814,0.008590404,0.5443071,0.039272264,0.49079394,0.054801565,0.04827272,0.14480789,4.2171693,-4.0088797,8.5954,5.5775456,0.50740546,0.28771788,0.14194499,0.00021076578,0.06272087,0
13.910838,0.30295682,0.009499673,0.5344247,0.043609016,0.5198202,0.022671307,0.02963224,-4.37525,9.2480545,-10.0,6.103148,6.965301,0.77878225,0.17104907,1.4550809e-05,0.050090533,6.3586434e-05,0
13.854786,0.36458546,0.0122492965,0.5031143,0.013567531,0.4995359,0.020102441,0.100799285,-5.377988,5.2628727,-6.0265794,9.559743,10.495835,0.38852113,0.36153534,0.17705882,0.023385998,0.049498707,0
11.412481,0.3399098,0.011174488,0.4851755,0.03612345,0.4889236,0.042241253,0.039967325,-5.995889,4.6836853,-3.390757,2.9539518,10.675135,0.5097356,0.425606,0.00016510686,0.045980167,0.0185131,0
16.460917,0.3394228,0.008819087,0.5410476,0.039585114,0.52088016,0.018041214,0.056074843,2.5969913,5.1658525,-6.105948,8.098358,15.23667,0.5589708,0.37296614,5.7381653e-06,0.012745985,0.055311345,0
13.591793,0.32056046,0.0051427847,0.49920967,0.027412737,0.49568084,0.02803232,0.05581615,-1.3516314,3.4954236,-7.218497,2.0,14.944397,0.6850535,0.25226313,0.007111148,0.054356635,0.0012155661,0
15.037482,0.31565547,0.010341626,0.4672692,0.017892264,0.47604996,0.029343534,0.07420618,-7.484481,5.0699596,-2.720991,5.416151,8.940541,0.28539526,0.6065346,0.0833539,0.008170433,0.016545834,0
16.44224,0.3158118,0.013237029,0.43135005,0.039429557,0.5179948,0.040359896,0.06924705,-0.2523558,5.5337834,6.7212124,3.7367537,13.454977,0.42655534,0.40901983,0.00011208252,0.06946416,0.09484862,0
16.339594,0.32781062,0.0064072353,0.48234743,0.018004911,0.49808043,0.03614268,0.04346398,-4.9952855,7.4613132,-4.952752,4.104087,9.568793,0.32026863,0.13702863,0.076059334,5.8731068e-05,0.46658468,0
16.996155,0.3480237,0.011916278,0.53018576,0.028216485,0.5146673,0.03457065,0.053483456,6.6415153,5.2238235,-3.0112233,3.9670072,13.047849,0.50875837,0.085873745,3.335161e-06,1.6010942e-07,0.4053644,0
14.704543,0.32362628,0.010994625,0.59106153,0.02959876,0.4863842,0.025975691,0.055461552,-2.3152869,3.4650815,-8.248143,3.1705675,13.418054,0.24007697,0.6543003,0.0029203892,0.10270231,4.107985e-08,0
13.730105,0.30177113,0.012250445,0.5024644,0.037155382,0.46372637,0.04215004,0.07497919,2.726024,2.7924557,1.9736042,2.4806235,14.726278,0.50741166,0.48957974,0.0007171256,2.6274762e-08,0.0022914466,0
14.760845,0.33648854,0.012615927,0.46938577,0.023733685,0.5520522,0.07025824,0.036633562,4.355852,6.4191394,0.49897218,4.115146,9.52207,0.41178748,0.35942584,0.19448924,0.009745346,0.024552105,0
9.937997,0.338423,0.007916604,0.4526014,0.023154164,0.54639834,0.03691282,0.10036221,-3.8197138,6.1452518,0.22293656,5.2320566,14.042912,0.32018304,0.23415971,0.0023504393,0.44330466,2.1443327e-06,0
10.658663,0.3330932,0.005149122,0.5220782,0.030989155,0.5265136,0.030996721,0.044816334,0.30418846,4.8913746,2.4391832,7.327389,5.381558,0.49557304,0.21731547,0.09912518,0.18549179,0.0024945498,0
11.031901,0.33490998,0.008399442,0.42941535,0.040063906,0.48836568,0.017021371,0.05982501,2.2138717,5.065087,-4.7093654,5.5907006,14.888647,0.39782345,0.51874065,0.01295999,0.07047591,2.635976e-08,0
12.00826,0.31458142,0.012667382,0.5220138,0.0528745,0.49099046,0.023625186,0.03680021,0.4621847,6.7769737,-4.2096715,7.3330803,10.92495,0.3333486,0.37137777,2.220421e-05,0.29522598,2.5412835e-05,0
16.199322,0.3014202,0.008373988,0.53270847,0.014925188,0.5414698,0.027862897,0.03403682,1.444403,8.781093,3.839514,2.0436463,10.988816,0.42381468,0.5112644,0.025341228,0.0307178,0.008861945,0
12.283563,0.30263612,0.00791787,0.51745117,0.03315342,0.4893851,0.024653997,0.042511433,-5.3185177,4.4397106,-0.4690876,4.1340613,4.8876905,0.60648793,0.30612427,0.029574523,0.02770859,0.03010469,0
13.865512,0.28729072,0.004535949,0.49121353,0.01913465,0.4810233,0.029839221,0.040589537,2.2161448,6.177806,-10.0,6.42201,9.8340025,0.7060681,0.08183641,0.008796762,0.20327592,2.2818924e-05,0
18.897684,0.32473898,0.0152579425,0.5225976,0.04018811,0.55616707,0.04778016,0.05171486,-1.9446567,7.9165406,-1.1807162,5.6863813,15.066439,0.5963164,0.34692952,0.0069682817,0.049741406,4.43882e-05,0
13.931208,0.31833103,0.012477141,0.50683755,0.020614555,0.49856967,0.04247167,0.0404207,1.3978049,4.4477715,-5.3267922,3.2776499,9.719894,0.77833813,0.20881368,2.4826719e-05,1.2595276e-10,0.012823342,0
17.212547,0.31120023,0.012309688,0.46887505,0.023253517,0.5530528,0.028411673,0.07391105,3.6799555,5.9687357,0.5926873,6.868138,13.1403885,0.805181,0.111958876,0.015644146,0.037463572,0.029752387,0
12.199147,0.26088762,0.012903176,0.5740165,0.024107292,0.45804825,0.0179172,0.044340324,2.675234,5.924009,-1.3672382,3.9374537,11.103665,0.25224978,0.441536,0.19376475,0.061445218,0.051004227,0
14.383687,0.29505366,0.011730125,0.48593283,0.02923801,0.51554555,0.043373678,0.04212369,1.3948789,3.3774095,-9.962171,3.445273,14.188007,0.5745054,0.42519137,2.2438257e-06,0.00028658492,1.4399223e-05,0
12.149934,0.34241682,0.0092670135,0.5310301,0.033231977,0.5621325,0.029509457,0.052140623,2.5685132,6.3369975,-1.9246793,5.9738955,11.574503,0.07951808,0.52561903,0.005382788,6.664675e-08,0.38948005,0
13.982901,0.30670747,0.009508708,0.40325543,0.034837015,0.5008925,0.012734996,0.079856776,2.7536442,6.0630894,-2.157489,5.0123386,8.204565,0.32025442,0.39411226,0.16043347,0.038489815,0.08671006,0
17.520924,0.32721183,0.008717307,0.5510588,0.029942324,0.49207985,0.037124302,0.06429753,5.9820046,7.1101685,-1.5461501,3.9541752,11.169352,0.37588668,0.62230384,7.177073e-05,0.0016632795,7.4432166e-05,0
9.818039,0.2921863,0.017904222,0.55875057,0.01670109,0.46496743,0.040256865,0.05800621,-0.1362028,3.6262271,-0.6978846,3.886263,15.803651,0.33231357,0.5667328,0.0005022748,0.09456434,0.0058870222,0
16.30327,0.3487741,0.011667736,0.50119334,0.037277862,0.5324703,0.005740916,0.031339105,0.655828,6.019941,2.9838638,2.8604064,12.492935,0.6736372,0.32059053,5.822552e-09,0.005527724,0.00024455696,0
15.713207,0.31711945,0.008608598,0.52235085,0.029470414,0.47689617,0.021754453,0.03714583,3.7282672,8.763468,-1.344444,4.2085037,10.650661,0.5729883,0.38431957,0.042116787,0.00036826442,0.00020709063,0
13.21755,0.3258008,0.01139649,0.5223406,0.04161735,0.49715576,0.02889546,0.0344318,-1.9615505,10.155,-2.9084063,7.200019,17.767231,0.24086066,0.3030869,0.42417097,8.549246e-20,0.031881467,0
10.661826,0.3665156,0.006967393,0.47428864,0.022922613,0.46296492,0.037345108,0.08613703,-5.3410697,8.560259,1.5918702,5.489101,14.477647,0.2489462,0.4123986,0.019617232,0.112894215,0.20614374,0
15.216389,0.3503288,0.0145135205,0.5218849,0.013977253,0.54670686,0.024842534,0.07061126,1.9729207,3.645857,5.970963,6.917188,13.450202,0.102124706,0.33458152,0.5167002,0.0008095574,0.045784026,0
13.411522,0.3138687,0.008016793,0.4676548,0.02965974,0.5346466,0.021678582,0.042767588,-0.8240947,6.9021053,0.660283,6.032137,11.952027,0.43688986,0.4232116,0.10498079,0.030711064,0.004206684,0
15.698029,0.3081356,0.011503256,0.4756497,0.042959526,0.49905246,0.037271693,0.048712566,-4.8301096,5.0337067,-2.1751754,3.7755077,13.190822,0.9229551,0.05473349,0.011307756,0.010756444,0.00024720025,0
15.065557,0.3134891,0.013197933,0.54507774,0.03160942,0.46537554,0.025316777,0.043494195,2.0021677,6.567801,-1.2698778,2.0,13.288197,0.69228536,0.2098944,0.07806934,0.00063981226,0.01911112,0
19.805336,0.33019796,0.011154305,0.5389863,0.028003301,0.5460772,0.03542055,0.042282775,5.724532,4.4555664,-1.975825,3.1462913,4.451554,0.7308377,0.20269643,0.0034790302,0.05697356,0.0060132975,0
14.281933,0.31789553,0.01028341,0.47174498,0.02129653,0.48902205,0.018884843,0.06920602,-6.51897,2.5730531,-2.9259264,3.6575284,12.184809,0.5562254,0.4254701,2.0660146e-17,0.016363135,0.001941325,0
11.929507,0.3120951,0.010032406,0.47065693,0.047577664,0.46684384,0.01647667,0.054249275,4.0893,5.3109655,5.660683,3.5028343,10.517583,0.296884,0.41912663,0.026576977,0.23991728,0.017495122,0
15.537827,0.34934363,0.009830677,0.47417614,0.019703975,0.44713646,0.037552692,0.10162336,-10.0,7.445205,-5.9962134,6.96204,9.500671,0.42500502,0.5252548,0.012054527,9.2865175e-06,0.03767638,0
15.65999,0.3177158,0.008269904,0.5293056,0.022746058,0.48062104,0.0325252,0.0850072,-1.6011466,6.5759997,1.6196233,6.941177,10.413688,0.43948317,0.47916043,0.014677449,0.0008825711,0.06579639,0
19.077562,0.36599177,0.00865155,0.4600006,0.035700344,0.45636085,0.039224558,0.086189605,7.362064,6.805896,-3.5034277,9.423759,6.3324537,0.39091355,0.59574294,0.013341436,2.5612474e-07,1.8342853e-06,0
17.505333,0.32181486,0.014438771,0.5142685,0.011439793,0.48131537,0.02467407,0.07342714,-1.3132962,6.4327006,-8.921677,3.4725575,5.5861697,0.16969194,0.45947376,0.0989877,0.27173817,0.00010842192,0
